timestamp,roll_accel_deg,gyro_y_angle_deg
2026-01-23T03:31:23.175433,5.919251367627185,-2.193701220676303e-06
2026-01-23T03:31:23.451360,3.5543082740650163,0.4672637951443903
2026-01-23T03:31:23.727066,5.818231675008704,3.5278174545965157
2026-01-23T03:31:24.004159,4.641127104585638,3.304848258267157
2026-01-23T03:31:24.279918,2.804011845183145,6.763278484868351
2026-01-23T03:31:24.555611,10.004071480491454,13.10013621696271
2026-01-23T03:31:24.831621,14.598218364026168,16.48244033276569
2026-01-23T03:31:25.109074,17.979549550811534,20.121294815908186
2026-01-23T03:31:25.384463,20.528681780025995,22.58533659914974
2026-01-23T03:31:25.660141,22.527487130858255,25.967844201659318
2026-01-23T03:31:25.935875,26.416454757479297,28.92505995259853
2026-01-23T03:31:26.211445,26.77817288409929,30.65005620737793
2026-01-23T03:31:26.487139,29.078001617921917,33.09477689617779
2026-01-23T03:31:26.763098,30.37964452990255,35.08075846184511
2026-01-23T03:31:27.100233,32.27176143443224,37.21530410621199
2026-01-23T03:31:27.440722,33.71900283739424,40.80547341800411
2026-01-23T03:31:27.786510,37.93432199497415,44.655430127022555
2026-01-23T03:31:28.132123,41.50689922757101,48.59144869624288
2026-01-23T03:31:28.416925,43.363282181474574,51.97103313184925
2026-01-23T03:31:28.692661,46.035901508246035,54.38686626803246
2026-01-23T03:31:28.968902,46.857150737555656,56.519821991969366
2026-01-23T03:31:29.244361,49.20994123871382,58.6107229537447
2026-01-23T03:31:29.519765,50.29808950995247,59.842102989932755
2026-01-23T03:31:29.795155,51.310309164832766,59.87992478912929
2026-01-23T03:31:30.071006,49.27067832398686,58.97227547393413
2026-01-23T03:31:30.346687,49.3024639345702,58.993321981688496
2026-01-23T03:31:30.622257,48.09439060742177,58.980702688131714
2026-01-23T03:31:30.898020,47.96852547888575,59.58620089586475
2026-01-23T03:31:31.173590,47.150076737698534,59.603032019367674
2026-01-23T03:31:31.451168,47.69191401530789,60.34312828342081
2026-01-23T03:31:31.726665,48.31094151461145,61.01655694874353
2026-01-23T03:31:32.002085,48.047706128718346,61.35705215274356
2026-01-23T03:31:32.277514,48.07613487330685,62.10511761310045
2026-01-23T03:31:32.552963,48.71548055573383,62.83636754960753
2026-01-23T03:31:32.828451,48.36530482496649,63.307118689408526
2026-01-23T03:31:33.103884,48.452425542346546,63.92926130502019
2026-01-23T03:31:33.425355,48.35171844453951,64.6311150121619
2026-01-23T03:31:33.772260,49.00771065442101,65.08745759128942
2026-01-23T03:31:34.106479,48.930550125139305,65.88159871535026
2026-01-23T03:31:34.452357,48.82880466759295,66.41197362114326
2026-01-23T03:31:34.774834,48.8455344218018,67.14535540231736
2026-01-23T03:31:35.123439,49.03753720217716,68.32644850510405
2026-01-23T03:31:35.468566,47.10009354587452,67.58164110215148
2026-01-23T03:31:35.815358,49.70314142859002,79.17762097349623
2026-01-23T03:31:36.166175,54.60171990312093,84.80740365484962
2026-01-23T03:31:36.512109,61.36423143295513,90.28411277540727
2026-01-23T03:31:36.855002,64.43016933344417,93.20314936485374
2026-01-23T03:31:37.197897,67.20188604587031,98.69166921635042
2026-01-23T03:31:37.536620,75.60637752092198,103.97593700690777
2026-01-23T03:31:37.812315,79.19386845418474,107.62333008824498
2026-01-23T03:31:38.087788,81.03336023427053,110.53444480421604
2026-01-23T03:31:38.363302,84.62803411922502,114.71266492662835
2026-01-23T03:31:38.638754,87.28601053568539,119.55131935246754
2026-01-23T03:31:38.914499,91.96553466211272,124.2294614421553
2026-01-23T03:31:39.190325,95.34027056641487,126.11444622598356
