timestamp,gyro_angle_around_y,gyro_angle_around_x,accel_angle_around_y,accel_angle_around_x,dt,gyro_dps_x,gyro_dps_y,gyro_dps_z,accel_ms2_x,accel_ms2_y,accel_ms2_z,gyro_raw_x,gyro_raw_y,gyro_raw_z,accel_raw_x,accel_raw_y,accel_raw_z
2026-02-06T06:55:22.019152,-7.526019147334207e-05,-3.7630095736671036e-05,0.19840160947298896,7.565865050479671,0.002464771270751953,-0.015267175572519083,0.030534351145038167,-0.015267175572519083,0.0335302734375,1.28612548828125,9.68306396484375,-1,2,-1,56,2148,16172
2026-02-06T06:55:22.119284,-0.007720397628900659,0.08100082674099289,0.1804306944012348,7.238635249583523,0.10015130043029785,0.8091603053435115,0.07633587786259542,0.10687022900763359,0.0305364990234375,1.2316387939453126,9.696835327148438,53,5,7,51,2057,16195
2026-02-06T06:55:22.219246,-0.006194249364255949,0.17409587088432021,0.19466615688835043,7.596729903302376,0.09996271133422852,0.9312977099236641,-0.015267175572519083,0.1984732824427481,0.032931518554687504,1.2927117919921876,9.69264404296875,61,-1,13,55,2159,16188
2026-02-06T06:55:22.319246,-0.007720819866384259,0.24584468448435076,0.2155161908443073,7.3054030267136465,0.0999903678894043,0.7175572519083969,0.015267175572519083,0.183206106870229,0.036524047851562505,1.2448114013671876,9.710007934570314,47,1,12,61,2079,16217
2026-02-06T06:55:22.419740,-0.015390108559877817,0.23357382257476106,0.1984875234944694,7.910157070784358,0.10046768188476562,-0.12213740458015267,0.07633587786259542,0.061068702290076333,0.0335302734375,1.3448034667968751,9.678872680664062,-8,5,4,56,2246,16165
2026-02-06T06:55:22.519276,-0.0184291846879566,0.21837844193436715,0.23713833133556508,7.530646490528748,0.09952974319458008,-0.15267175572519084,0.030534351145038167,0.10687022900763359,0.0401165771484375,1.28133544921875,9.69264404296875,-10,2,7,67,2140,16188
2026-02-06T06:55:22.619292,-0.0184291846879566,0.265712508718476,0.21269139267828768,7.93546607173377,0.10001230239868164,0.4732824427480916,0.0,0.0916030534351145,0.03592529296875,1.3489947509765625,9.677675170898437,31,0,6,60,2253,16163
2026-02-06T06:55:22.719275,-0.0169025668661103,0.22296720970677963,0.2442924568847624,7.578177131930057,0.09999346733093262,-0.42748091603053434,-0.015267175572519083,0.0916030534351145,0.0413140869140625,1.2891192626953125,9.689650268554688,-28,-1,6,69,2153,16183
2026-02-06T06:55:22.819284,-0.013848981784500239,0.190904566349874,0.16640264881302072,7.60948509218615,0.10000491142272949,-0.32061068702290074,-0.030534351145038167,-0.24427480916030533,0.028141479492187503,1.294508056640625,9.689650268554688,-21,-2,-16,47,2162,16183
2026-02-06T06:55:22.919277,-0.01995578794988967,0.19243126789122134,0.16980670317134383,7.589545384534592,0.09999895095825195,0.015267175572519083,0.061068702290076333,0.0,0.028740234375,1.292113037109375,9.69743408203125,1,4,0,48,2158,16196
2026-02-06T06:55:23.019287,-0.01842907548860739,0.19090455542993906,0.1453035148115906,7.641298323914375,0.09999966621398926,-0.015267175572519083,-0.015267175572519083,0.15267175572519084,0.024548950195312502,1.2986993408203125,9.680070190429689,-1,-1,10,41,2169,16167
2026-02-06T06:55:23.119268,-0.015375883524654474,0.23517583890725635,0.22342261782157863,7.510535269299838,0.09999203681945801,0.44274809160305345,-0.030534351145038167,0.12213740458015267,0.037721557617187505,1.275347900390625,9.673483886718751,29,-2,8,63,2130,16156
2026-02-06T06:55:23.219284,-0.01842961420539681,0.26571314571467974,0.20893973709648644,7.67396148503056,0.10000967979431152,0.3053435114503817,0.030534351145038167,0.04580152671755725,0.035326538085937505,1.30528564453125,9.687255249023439,20,2,3,59,2180,16179
2026-02-06T06:55:23.319266,-0.016903007303485432,0.24128743528409768,0.2302303179934795,7.668409938973576,0.09999275207519531,-0.24427480916030533,-0.015267175572519083,0.183206106870229,0.0389190673828125,1.304088134765625,9.685458984375,-16,-1,12,65,2178,16176
2026-02-06T06:55:23.419278,-0.016903007303485432,0.2580816727558165,0.23684571580221123,7.344191107889673,0.10000205039978027,0.16793893129770993,0.0,0.061068702290076333,0.0401165771484375,1.2507989501953125,9.704619140625,11,0,4,67,2089,16208
2026-02-06T06:55:23.519271,-0.026063282071179104,0.48403511702559376,0.09202427640126704,7.780959899447536,0.09999966621398926,2.2595419847328246,0.0916030534351145,0.2748091603053435,0.015567626953125,1.32444580078125,9.69264404296875,148,6,18,26,2212,16188
2026-02-06T06:55:23.619285,-0.038276428484734684,0.35579707968326013,0.17723211077050563,7.98017872338789,0.09999513626098633,-1.282442748091603,0.12213740458015267,0.0916030534351145,0.029937744140625,1.3567785644531252,9.67827392578125,-84,8,6,50,2266,16164
2026-02-06T06:55:23.719307,-0.038276428484734684,0.21990185293532508,0.18064262321485416,7.581418374567463,0.10001277923583984,-1.3587786259541985,0.0,0.13740458015267176,0.0305364990234375,1.2891192626953125,9.685458984375,-89,0,9,51,2153,16176
2026-02-06T06:55:23.819279,-0.038276428484734684,0.15578619760411383,0.2232844139646869,7.443226094843395,0.0999898910522461,-0.6412213740458015,0.0,-0.22900763358778625,0.037721557617187505,1.2645703125,9.679471435546876,-42,0,-15,63,2112,16166
