timestamp,gyro_angle_around_y,gyro_angle_around_x,accel_angle_around_y,accel_angle_around_x,dt,gyro_dps_x,gyro_dps_y,gyro_dps_z,accel_ms2_x,accel_ms2_y,accel_ms2_z,gyro_raw_x,gyro_raw_y,gyro_raw_z,accel_raw_x,accel_raw_y,accel_raw_z
2026-02-06T07:04:27.981965,5.724068696262285,-179.3192196838727,173.19284879226424,179.47686096301305,0.10003161430358887,2.33587786259542,0.7175572519083969,0.9312977099236641,1.1741583251953125,0.089813232421875,-9.836345214843751,153,47,61,1961,150,-16428
2026-02-06T07:04:28.081899,5.77443651388621,-178.9910657205653,173.29036530373892,179.41480081209374,0.09997248649597168,3.282442748091603,-0.5038167938931297,1.0229007633587786,1.1585906982421876,0.10059082031250001,-9.8483203125,215,-33,67,1935,168,-16448
2026-02-06T07:04:28.181932,5.751527254818063,-179.02008411538495,172.97368243721698,179.66739762218737,0.1000370979309082,-0.2900763358778626,0.22900763358778625,-1.6946564885496183,1.2076885986328125,0.0568817138671875,-9.798623657226562,-19,15,-111,2017,95,-16365
2026-02-06T07:04:28.281882,6.2352931772479705,-178.7667555881819,173.45550141450332,179.5846448921911,0.09995794296264648,2.5343511450381677,-4.8396946564885495,-1.3435114503816794,1.1370355224609376,0.0718505859375,-9.911189575195314,166,-317,-88,1899,120,-16553
2026-02-06T07:04:28.381889,6.45056681960595,-178.38506473293725,173.8339984134581,-179.28488138102233,0.10000300407409668,3.816793893129771,-2.1526717557251906,0.9312977099236641,1.0675799560546875,-0.12334350585937501,-9.881850585937501,250,-141,61,1783,-206,-16504
2026-02-06T07:04:28.481888,6.555907719007898,-178.13621594159642,174.28141067963924,-179.7928273421048,0.09999752044677734,2.4885496183206106,-1.0534351145038168,0.5648854961832062,0.978365478515625,-0.035326538085937505,-9.769883422851564,163,-69,37,1634,-59,-16317
2026-02-06T07:04:28.581891,8.513181093084915,-177.5789579216759,175.1436703546548,-178.6476396515765,0.10000109672546387,5.572519083969466,-19.572519083969464,3.2519083969465647,0.827479248046875,-0.229921875,-9.739346923828126,365,-1282,213,1382,-384,-16266
2026-02-06T07:04:28.681984,8.791162006727625,-177.00924978547408,175.8481908161125,-179.4294327793811,0.10004258155822754,5.694656488549619,-2.7786259541984735,4.549618320610687,0.724493408203125,-0.099393310546875,-9.980645141601563,373,-182,298,1210,-166,-16669
2026-02-06T07:04:28.781897,7.880136242349652,-176.57128597579825,176.15158484572962,-178.55365750047994,0.09995341300964355,4.3816793893129775,9.114503816793894,14.0,0.6556365966796875,-0.24608825683593752,-9.746531982421876,287,597,917,1095,-411,-16278
2026-02-06T07:04:28.881889,7.880136242349652,-175.90256200309912,174.48046652513816,-176.42210591955828,0.10000324249267578,6.687022900763359,0.0,11.19083969465649,0.9262738037109376,-0.5993536376953126,-9.585466918945313,438,0,733,1547,-1001,-16009
2026-02-06T07:04:28.981888,13.223591637065404,-174.51326360047304,177.3757205479349,-177.293720476513,0.09999895095825195,13.893129770992367,-53.43511450381679,11.938931297709924,0.4400848388671875,-0.45385620117187503,-9.60163330078125,910,-3500,782,735,-758,-16036
2026-02-06T07:04:29.081895,20.192668459797645,-174.28579537559088,-176.074837840906,-175.95041829672863,0.09999442100524902,2.2748091603053435,-69.69465648854961,7.297709923664122,-0.67779052734375,-0.699345703125,-9.878258056640625,149,-4565,478,-1132,-1168,-16498
