ground_truth_deg,t,gyro_angle_deg,accel_angle_deg,gyro_err_deg,gyro_abs_err_deg,gyro_pct_err,accel_err_deg,accel_abs_err_deg,accel_pct_err
0.0,3.03,-0.0260596420928722,0.1205031319517122,-0.0260596420928722,0.0260596420928722,,0.1205031319517122,0.1205031319517122,
45.0,14.41,44.11091869296008,44.71343627613031,-0.8890813070399233,0.8890813070399233,1.9757362378664962,-0.28656372386969053,0.28656372386969053,0.6368082752659789
90.0,23.86,89.03237579797062,90.21845649812161,-0.9676242020293842,0.9676242020293842,1.0751380022548713,0.21845649812161128,0.21845649812161128,0.24272944235734584
135.0,37.57,132.47939187697787,135.81438764425909,-2.5206081230221287,2.5206081230221287,1.8671171281645398,0.8143876442590852,0.8143876442590852,0.6032501068585816
180.0,50.05,175.93406126153394,179.96553015726116,-4.065938738466059,4.065938738466059,2.258854854703366,-0.03446984273884368,0.03446984273884368,0.019149912632690932
